intent,question,answer,label,clean_question,tokens
Radiologi Tab Navigasi,Bagaimana berpindah antar tab di halaman radiologi?,"Klik tab yang diinginkan: List Order, Informasi Terdata, PACS, RIS.",Pendaftaran Radiologi,bagaimana berpindah antar tab di halaman radiologi,"['berpindah', 'tab', 'halaman', 'radiologi']"
Radiologi Filter Order,Bagaimana memfilter order berdasarkan unit pengorder?,Gunakan opsi Filter Unit Pengorder di List Order.,Pendaftaran Radiologi,bagaimana memfilter order berdasarkan unit pengorder,"['memfilter', 'order', 'berdasarkan', 'unit', 'pengorder']"
Radiologi Filter Order,Bagaimana memfilter order berdasarkan status?,Gunakan opsi Filter Status di List Order (Belum Diverifikasi/Sudah Diverifikasi).,Pendaftaran Radiologi,bagaimana memfilter order berdasarkan status,"['memfilter', 'order', 'berdasarkan', 'status']"
Radiologi Keterangan Warna,Apa arti warna putih di Informasi Terdata?,Putih menunjukkan pasien Belum Diverifikasi.,Pendaftaran Radiologi,apa arti warna putih di informasi terdata,"['arti', 'warna', 'putih', 'informasi', 'terdata']"
Radiologi Keterangan Warna,Apa arti warna hijau di Informasi Terdata?,Hijau menunjukkan pasien Sudah Daftar.,Pendaftaran Radiologi,apa arti warna hijau di informasi terdata,"['arti', 'warna', 'hijau', 'informasi', 'terdata']"
Radiologi Keterangan Warna,Apa arti warna biru muda di Informasi Terdata?,Biru muda menunjukkan pasien sedang Diterima/Dilayani.,Pendaftaran Radiologi,apa arti warna biru muda di informasi terdata,"['arti', 'warna', 'biru', 'muda', 'informasi', 'terdata']"
Radiologi Keterangan Warna,Apa arti warna merah di Informasi Terdata?,Merah menunjukkan pasien Sudah Dipulangkan.,Pendaftaran Radiologi,apa arti warna merah di informasi terdata,"['arti', 'warna', 'merah', 'informasi', 'terdata']"
Radiologi Keterangan Warna,Apa arti warna hitam di Informasi Terdata?,Hitam menunjukkan pasien atau order Dibatalkan.,Pendaftaran Radiologi,apa arti warna hitam di informasi terdata,"['arti', 'warna', 'hitam', 'informasi', 'terdata']"
Radiologi Error,Bagaimana jika order tidak muncul setelah verifikasi?,"Pastikan order sudah disimpan, klik Refresh, dan periksa filter atau tanggal yang digunakan.",Pendaftaran Radiologi,bagaimana jika order tidak muncul setelah verifikasi,"['order', 'muncul', 'verifikasi']"
Radiologi Info Terdata,Bagaimana melihat detail pasien di Informasi Terdata?,"Klik pasien yang diinginkan, sistem menampilkan data lengkap seperti tanggal masuk, unit asal, jenis pemeriksaan, dan status.",Pendaftaran Radiologi,bagaimana melihat detail pasien di informasi terdata,"['detail', 'pasien', 'informasi', 'terdata']"
Radiologi Info Terdata,Bagaimana menambahkan pasien baru langsung dari Informasi Terdata?,"Klik tombol Tambah, isi formulir pasien baru, kemudian simpan.",Pendaftaran Radiologi,bagaimana menambahkan pasien baru langsung dari informasi terdata,"['pasien', 'langsung', 'informasi', 'terdata']"
Radiologi Proses,Apa langkah umum untuk memproses pasien radiologi?,1. Dokter/unit buat order ? 2. Order masuk List Order ? 3. Petugas verifikasi ? 4. Data pasien tampil di Informasi Terdata ? 5. Pasien menjalani pemeriksaan.,Pendaftaran Radiologi,apa langkah umum untuk memproses pasien radiologi,"['langkah', 'memproses', 'pasien', 'radiologi']"
Radiologi Tambah Pasien,Bagaimana cara menambahkan pasien baru di Radiologi jika belum ada di sistem?,"Klik tombol Tambah di Informasi Terdata, isi formulir pasien baru, lalu simpan.",Pendaftaran Radiologi,bagaimana cara menambahkan pasien baru di radiologi jika belum ada di sistem,"['pasien', 'radiologi', 'sistem']"
Radiologi Edit Pasien,Bagaimana mengedit data pasien di Radiologi?,"Pilih pasien di Informasi Terdata, klik Edit, ubah data sesuai kebutuhan, lalu simpan.",Pendaftaran Radiologi,bagaimana mengedit data pasien di radiologi,"['mengedit', 'data', 'pasien', 'radiologi']"
Radiologi Batalkan Pendaftaran,Bagaimana membatalkan pendaftaran pasien radiologi?,"Pilih pasien/order, klik tombol Hapus atau Batalkan.",Pendaftaran Radiologi,bagaimana membatalkan pendaftaran pasien radiologi,"['membatalkan', 'pendaftaran', 'pasien', 'radiologi']"
Radiologi Refresh PACS,"Data PACS tidak muncul, apa solusinya?","Pastikan koneksi PACS aktif, lalu klik Refresh di tab Integrasi PACS.",Pendaftaran Radiologi,data pacs tidak muncul  apa solusinya,"['data', 'pacs', 'muncul', 'solusinya']"
Radiologi Refresh RIS,"Status RIS gagal terkirim, bagaimana menanganinya?","Periksa koneksi ke RIS, kemudian klik Refresh atau kirim ulang data.",Pendaftaran Radiologi,status ris gagal terkirim  bagaimana menanganinya,"['status', 'ris', 'gagal', 'terkirim', 'menanganinya']"
Radiologi Filter PACS,Bagaimana memfilter data PACS berdasarkan status?,"Gunakan filter di tab PACS, pilih status seperti Abu-abu (Tertunda), Biru Muda (Antrean), Hijau (Berhasil), Hitam (Gagal).",Pendaftaran Radiologi,bagaimana memfilter data pacs berdasarkan status,"['memfilter', 'data', 'pacs', 'berdasarkan', 'status']"
Radiologi Filter RIS,Bagaimana memfilter data RIS berdasarkan status?,"Gunakan filter di tab RIS, pilih status seperti Abu-abu (Tertunda), Hijau (RIS Terkirim), Hitam (Gagal Terkirim).",Pendaftaran Radiologi,bagaimana memfilter data ris berdasarkan status,"['memfilter', 'data', 'ris', 'berdasarkan', 'status']"
Radiologi Detail Order,Bagaimana melihat detail pemeriksaan pasien di List Order?,"Klik pasien/order di List Order, sistem menampilkan No. Order, tanggal, unit pengorder, CITO, nama pasien, dan dokter pengorder.",Pendaftaran Radiologi,bagaimana melihat detail pemeriksaan pasien di list order,"['detail', 'pemeriksaan', 'pasien', 'list', 'order']"
Radiologi Navigasi Tab,Bagaimana berpindah antar tab Radiologi?,"Klik tab yang diinginkan: List Order, Informasi Terdata, Integrasi PACS, Integrasi RIS.",Pendaftaran Radiologi,bagaimana berpindah antar tab radiologi,"['berpindah', 'tab', 'radiologi']"
Radiologi Cari Pasien,Bagaimana mencari pasien di Radiologi?,"Gunakan kolom pencarian di tab Cari Pasien, bisa berdasarkan No. RM, Nama, atau Data lain.",Pendaftaran Radiologi,bagaimana mencari pasien di radiologi,"['mencari', 'pasien', 'radiologi']"
Radiologi CITO,Bagaimana menandai order radiologi sebagai darurat?,Pilih opsi CITO saat membuat order atau di List Order.,Pendaftaran Radiologi,bagaimana menandai order radiologi sebagai darurat,"['menandai', 'order', 'radiologi', 'darurat']"
Radiologi Status Warna,Apa arti warna biru muda di PACS?,Biru muda menunjukkan pasien/antrian sedang Antrean.,Pendaftaran Radiologi,apa arti warna biru muda di pacs,"['arti', 'warna', 'biru', 'muda', 'pacs']"
Radiologi Status Warna,Apa arti warna abu-abu di PACS?,Abu-abu menunjukkan pasien/order Tertunda.,Pendaftaran Radiologi,apa arti warna abu abu di pacs,"['arti', 'warna', 'abu', 'abu', 'pacs']"
Radiologi Status Warna,Apa arti warna hijau di PACS?,Hijau menunjukkan pasien/order Berhasil terintegrasi ke PACS.,Pendaftaran Radiologi,apa arti warna hijau di pacs,"['arti', 'warna', 'hijau', 'pacs']"
Radiologi Status Warna,Apa arti warna hitam di PACS?,Hitam menunjukkan pasien/order Gagal integrasi ke PACS.,Pendaftaran Radiologi,apa arti warna hitam di pacs,"['arti', 'warna', 'hitam', 'pacs']"
Radiologi Status Warna,Apa arti warna abu-abu di RIS?,Abu-abu menunjukkan status Tertunda.,Pendaftaran Radiologi,apa arti warna abu abu di ris,"['arti', 'warna', 'abu', 'abu', 'ris']"
Radiologi Status Warna,Apa arti warna hijau di RIS?,Hijau menunjukkan RIS Terkirim.,Pendaftaran Radiologi,apa arti warna hijau di ris,"['arti', 'warna', 'hijau', 'ris']"
Radiologi Status Warna,Apa arti warna hitam di RIS?,Hitam menunjukkan Gagal Terkirim.,Pendaftaran Radiologi,apa arti warna hitam di ris,"['arti', 'warna', 'hitam', 'ris']"
Radiologi Error Data,"Data pasien tidak muncul di Informasi Terdata, apa yang harus dilakukan?","Pastikan order sudah diverifikasi di List Order, klik Refresh, periksa filter dan tanggal kunjungan.",Pendaftaran Radiologi,data pasien tidak muncul di informasi terdata  apa yang harus dilakukan,"['data', 'pasien', 'muncul', 'informasi', 'terdata']"
Radiologi Export,Bagaimana mengekspor data pasien radiologi?,Gunakan fitur export di tab Informasi Terdata untuk mengunduh data dalam format CSV/Excel.,Pendaftaran Radiologi,bagaimana mengekspor data pasien radiologi,"['mengekspor', 'data', 'pasien', 'radiologi']"
Radiologi Cetak,Bagaimana mencetak dokumen order atau data pasien?,"Pilih pasien/order, klik tombol Cetak, pilih dokumen yang ingin dicetak.",Pendaftaran Radiologi,bagaimana mencetak dokumen order atau data pasien,"['mencetak', 'dokumen', 'order', 'data', 'pasien']"
Radiologi Integrasi,Bagaimana memastikan data pasien terkirim ke PACS dan RIS?,"Setelah pendaftaran/order disimpan, cek tab PACS dan RIS. Status hijau menandakan berhasil.",Pendaftaran Radiologi,bagaimana memastikan data pasien terkirim ke pacs dan ris,"['data', 'pasien', 'terkirim', 'pacs', 'ris']"
Radiologi Filter Tanggal,Bagaimana memfilter pasien berdasarkan tanggal order?,"Gunakan filter tanggal di List Order atau Informasi Terdata, pilih rentang tanggal yang diinginkan, lalu klik Refresh.",Pendaftaran Radiologi,bagaimana memfilter pasien berdasarkan tanggal order,"['memfilter', 'pasien', 'berdasarkan', 'tanggal', 'order']"
Radiologi Filter Unit,Bagaimana memfilter order berdasarkan unit pengorder?,"Pilih unit pengorder di filter, sistem menampilkan pasien/order dari unit tersebut.",Pendaftaran Radiologi,bagaimana memfilter order berdasarkan unit pengorder,"['memfilter', 'order', 'berdasarkan', 'unit', 'pengorder']"
Radiologi Filter Status,Bagaimana memfilter order berdasarkan status diverifikasi?,"Gunakan filter Belum Diverifikasi atau Sudah Diverifikasi di List Order, lalu klik Refresh.",Pendaftaran Radiologi,bagaimana memfilter order berdasarkan status diverifikasi,"['memfilter', 'order', 'berdasarkan', 'status', 'diverifikasi']"
Radiologi Hapus Order,Bagaimana cara menghapus order radiologi?,"Pilih order di List Order, klik Hapus, konfirmasi penghapusan.",Pendaftaran Radiologi,bagaimana cara menghapus order radiologi,"['menghapus', 'order', 'radiologi']"
Radiologi Refresh Data,"Data order tidak muncul, apa yang harus dilakukan?","Klik tombol Refresh di List Order atau Informasi Terdata, pastikan filter tidak membatasi tampilan.",Pendaftaran Radiologi,data order tidak muncul  apa yang harus dilakukan,"['data', 'order', 'muncul']"
Radiologi Cek Koneksi PACS,Bagaimana memastikan PACS aktif?,"Masuk tab Integrasi PACS, periksa status respons; hijau = terkoneksi, hitam/abu-abu = ada masalah.",Pendaftaran Radiologi,bagaimana memastikan pacs aktif,"['pacs', 'aktif']"
Radiologi Cek Koneksi RIS,Bagaimana memastikan RIS aktif?,"Masuk tab Integrasi RIS, cek status respons; hijau = terkirim, hitam/abu-abu = gagal.",Pendaftaran Radiologi,bagaimana memastikan ris aktif,"['ris', 'aktif']"
Radiologi Navigasi Tab,Bagaimana berpindah dari List Order ke Informasi Terdata?,Klik tab Informasi Terdata di sisi atas atau menu kiri sidebar.,Pendaftaran Radiologi,bagaimana berpindah dari list order ke informasi terdata,"['berpindah', 'list', 'order', 'informasi', 'terdata']"
Radiologi Lihat Detail,Bagaimana melihat detail pemeriksaan pasien?,"Pilih pasien/order di List Order atau Informasi Terdata, klik Detail, tampilkan semua info order, dokter, unit, dan status PACS/RIS.",Pendaftaran Radiologi,bagaimana melihat detail pemeriksaan pasien,"['detail', 'pemeriksaan', 'pasien']"
Radiologi Tambah Dokumen,Bagaimana menambahkan dokumen tambahan pasien?,"Pilih pasien, klik Upload Dokumen, pilih file dari komputer, simpan.",Pendaftaran Radiologi,bagaimana menambahkan dokumen tambahan pasien,"['dokumen', 'tambahan', 'pasien']"
Radiologi Cari Berdasarkan No RM,Bagaimana mencari pasien berdasarkan nomor RM?,"Masukkan No. RM di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi,bagaimana mencari pasien berdasarkan nomor rm,"['mencari', 'pasien', 'berdasarkan', 'nomor', 'rm']"
Radiologi Cari Berdasarkan Nama,Bagaimana mencari pasien berdasarkan nama?,"Masukkan nama pasien di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi,bagaimana mencari pasien berdasarkan nama,"['mencari', 'pasien', 'berdasarkan', 'nama']"
Radiologi Cari Berdasarkan No Order,Bagaimana mencari pasien berdasarkan nomor order?,"Masukkan No. Order di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi,bagaimana mencari pasien berdasarkan nomor order,"['mencari', 'pasien', 'berdasarkan', 'nomor', 'order']"
Radiologi Ganti Halaman,Bagaimana berpindah ke halaman data berikutnya?,"Gunakan tombol navigasi di bawah tabel, pilih halaman atau klik Next/Prev.",Pendaftaran Radiologi,bagaimana berpindah ke halaman data berikutnya,"['berpindah', 'halaman', 'data']"
Radiologi Warna Status Hijau,Apa arti warna hijau di List Order?,Menandakan pasien/order sudah terverifikasi atau berhasil integrasi PACS/RIS.,Pendaftaran Radiologi,apa arti warna hijau di list order,"['arti', 'warna', 'hijau', 'list', 'order']"
Radiologi Warna Status Putih,Apa arti warna putih di List Order?,Menandakan pasien/order belum diverifikasi atau baru daftar.,Pendaftaran Radiologi,apa arti warna putih di list order,"['arti', 'warna', 'putih', 'list', 'order']"
Radiologi Warna Status Hitam,Apa arti warna hitam di List Order/PACS/RIS?,Menandakan pasien/order batal atau gagal integrasi.,Pendaftaran Radiologi,apa arti warna hitam di list order pacs ris,"['arti', 'warna', 'hitam', 'list', 'order', 'pacs', 'ris']"
Radiologi Warna Status Abu-abu,Apa arti warna abu-abu di List Order/PACS/RIS?,Menandakan pasien/order tertunda atau menunggu konfirmasi.,Pendaftaran Radiologi,apa arti warna abu abu di list order pacs ris,"['arti', 'warna', 'abu', 'abu', 'list', 'order', 'pacs', 'ris']"
Radiologi Warna Status Biru Muda,Apa arti warna biru muda di PACS?,Menandakan pasien/order sedang antrean.,Pendaftaran Radiologi,apa arti warna biru muda di pacs,"['arti', 'warna', 'biru', 'muda', 'pacs']"
Radiologi Upload File Import,Bagaimana cara mengunggah data pasien melalui file?,"Klik Browse, pilih file CSV/Excel, lalu klik Import.",Pendaftaran Radiologi,bagaimana cara mengunggah data pasien melalui file,"['mengunggah', 'data', 'pasien', 'file']"
Radiologi Keterangan Web Info,Apa fungsi Web Info di halaman import data?,"Memberi panduan aturan import data, misal data duplikat tidak ditambahkan.",Pendaftaran Radiologi,apa fungsi web info di halaman import data,"['fungsi', 'web', 'info', 'halaman', 'import', 'data']"
Radiologi Tab Data,Apa saja tab data yang tersedia untuk import?,"Terdapat: Data ICD X, Data Dokter, Data Paket, Data Kota, Data Pembayaran, Data Penjamin, Data Kelas, Data Jabatan.",Pendaftaran Radiologi,apa saja tab data yang tersedia untuk import,"['tab', 'data', 'tersedia', 'import']"
Radiologi Navigasi Data,Bagaimana melihat jumlah total data pasien/order?,"Lihat di bagian atas/bawah tabel, biasanya tertulis 120 dari total data.",Pendaftaran Radiologi,bagaimana melihat jumlah total data pasien order,"['total', 'data', 'pasien', 'order']"
Radiologi Tutup Form,Bagaimana menutup form import data?,Klik tombol Tutup di pojok kanan atas form.,Pendaftaran Radiologi,bagaimana menutup form import data,"['menutup', 'form', 'import', 'data']"
Radiologi Error Duplikat,Bagaimana jika file import mengandung data pasien yang sudah ada?,"Sistem menandai duplikat, tidak menambahkan data yang sama, gunakan Web Info sebagai panduan.",Pendaftaran Radiologi,bagaimana jika file import mengandung data pasien yang sudah ada,"['file', 'import', 'mengandung', 'data', 'pasien']"
Radiologi Refresh Semua Tab,"Bagaimana memperbarui semua data PACS, RIS, dan Informasi Terdata?",Klik Refresh di masing-masing tab atau refresh halaman utama.,Pendaftaran Radiologi,bagaimana memperbarui semua data pacs  ris  dan informasi terdata,"['memperbarui', 'data', 'pacs', 'ris', 'informasi', 'terdata']"
Radiologi Proses Order CITO,Bagaimana menandai order darurat di List Order?,"Pilih order, centang CITO, simpan perubahan.",Pendaftaran Radiologi,bagaimana menandai order darurat di list order,"['menandai', 'order', 'darurat', 'list', 'order']"
Radiologi Cetak Order,Bagaimana mencetak order radiologi?,"Pilih order, klik Cetak, pilih dokumen yang diinginkan.",Pendaftaran Radiologi,bagaimana mencetak order radiologi,"['mencetak', 'order', 'radiologi']"
Radiologi Integrasi Manual PACS,Bagaimana mengirim data secara manual ke PACS?,"Klik tombol Kirim ke PACS, pastikan koneksi online.",Pendaftaran Radiologi,bagaimana mengirim data secara manual ke pacs,"['mengirim', 'data', 'manual', 'pacs']"
Radiologi Integrasi Manual RIS,Bagaimana mengirim data secara manual ke RIS?,"Klik tombol Kirim ke RIS, pastikan koneksi",Pendaftaran Radiologi,bagaimana mengirim data secara manual ke ris,"['mengirim', 'data', 'manual', 'ris']"
Radiologi Filter Tanggal,Bagaimana memfilter pasien berdasarkan tanggal order?,"Gunakan filter tanggal di List Order atau Informasi Terdata, pilih rentang tanggal yang diinginkan, lalu klik Refresh.",Pendaftaran Radiologi,bagaimana memfilter pasien berdasarkan tanggal order,"['memfilter', 'pasien', 'berdasarkan', 'tanggal', 'order']"
Radiologi Filter Unit,Bagaimana memfilter order berdasarkan unit pengorder?,"Pilih unit pengorder di filter, sistem menampilkan pasien/order dari unit tersebut.",Pendaftaran Radiologi,bagaimana memfilter order berdasarkan unit pengorder,"['memfilter', 'order', 'berdasarkan', 'unit', 'pengorder']"
Radiologi Filter Status,Bagaimana memfilter order berdasarkan status diverifikasi?,"Gunakan filter Belum Diverifikasi atau Sudah Diverifikasi di List Order, lalu klik Refresh.",Pendaftaran Radiologi,bagaimana memfilter order berdasarkan status diverifikasi,"['memfilter', 'order', 'berdasarkan', 'status', 'diverifikasi']"
