intent,question,answer,label
Radiologi RIS,Apa arti warna hitam pada status RIS?,Hitam menunjukkan data Gagal Terkirim ke RIS.,Pendaftaran Radiologi
Radiologi Navigasi,Apa menu utama di halaman Pendaftaran Radiologi?,"Menu utama terdiri dari Cari Pasien, Lihat List Order, Lihat Informasi Terdata, Integrasi PACS, Integrasi RIS.",Pendaftaran Radiologi
Radiologi Fungsi,Apa tujuan halaman Pendaftaran Radiologi?,"Untuk mencatat, memantau, dan mengintegrasikan data pasien radiologi ke PACS dan RIS, serta mempermudah verifikasi dan monitoring status pemeriksaan.",Pendaftaran Radiologi
Radiologi Refresh Data,Bagaimana cara memperbarui data pasien di List Order radiologi?,Klik tombol Refresh untuk memperbarui data terbaru dari sistem.,Pendaftaran Radiologi
Radiologi Refresh Data,"Data pasien baru tidak muncul di List Order, apa yang harus dilakukan?","Lakukan Refresh di tab List Order, pastikan order sudah disimpan sebelumnya.",Pendaftaran Radiologi
Radiologi Cari Order,Bagaimana mencari order tertentu di List Order radiologi?,"Gunakan kolom pencarian di List Order, bisa berdasarkan No. RM, Nama, atau No. Order.",Pendaftaran Radiologi
Radiologi Hapus Order,Bagaimana cara membatalkan order radiologi yang salah?,"Pilih order, klik tombol Hapus atau Batalkan.",Pendaftaran Radiologi
Radiologi Integrasi PACS,"Data PACS tidak muncul, apa yang harus dicek?","Pastikan koneksi PACS aktif, lalu klik Refresh di tab Integrasi PACS.",Pendaftaran Radiologi
Radiologi Integrasi RIS,"Status RIS gagal terkirim, apa yang harus dilakukan?","Periksa jaringan/integrasi RIS, lalu klik Refresh atau kirim ulang data.",Pendaftaran Radiologi
Radiologi Tab Navigasi,Bagaimana berpindah antar tab di halaman radiologi?,"Klik tab yang diinginkan: List Order, Informasi Terdata, PACS, RIS.",Pendaftaran Radiologi
Radiologi Filter Order,Bagaimana memfilter order berdasarkan unit pengorder?,Gunakan opsi Filter Unit Pengorder di List Order.,Pendaftaran Radiologi
Radiologi Filter Order,Bagaimana memfilter order berdasarkan status?,Gunakan opsi Filter Status di List Order (Belum Diverifikasi/Sudah Diverifikasi).,Pendaftaran Radiologi
Radiologi Keterangan Warna,Apa arti warna putih di Informasi Terdata?,Putih menunjukkan pasien Belum Diverifikasi.,Pendaftaran Radiologi
Radiologi Keterangan Warna,Apa arti warna hijau di Informasi Terdata?,Hijau menunjukkan pasien Sudah Daftar.,Pendaftaran Radiologi
Radiologi Keterangan Warna,Apa arti warna biru muda di Informasi Terdata?,Biru muda menunjukkan pasien sedang Diterima/Dilayani.,Pendaftaran Radiologi
Radiologi Keterangan Warna,Apa arti warna merah di Informasi Terdata?,Merah menunjukkan pasien Sudah Dipulangkan.,Pendaftaran Radiologi
Radiologi Keterangan Warna,Apa arti warna hitam di Informasi Terdata?,Hitam menunjukkan pasien atau order Dibatalkan.,Pendaftaran Radiologi
Radiologi Error,Bagaimana jika order tidak muncul setelah verifikasi?,"Pastikan order sudah disimpan, klik Refresh, dan periksa filter atau tanggal yang digunakan.",Pendaftaran Radiologi
Radiologi Info Terdata,Bagaimana melihat detail pasien di Informasi Terdata?,"Klik pasien yang diinginkan, sistem menampilkan data lengkap seperti tanggal masuk, unit asal, jenis pemeriksaan, dan status.",Pendaftaran Radiologi
Radiologi Info Terdata,Bagaimana menambahkan pasien baru langsung dari Informasi Terdata?,"Klik tombol Tambah, isi formulir pasien baru, kemudian simpan.",Pendaftaran Radiologi
Radiologi Proses,Apa langkah umum untuk memproses pasien radiologi?,1. Dokter/unit buat order ? 2. Order masuk List Order ? 3. Petugas verifikasi ? 4. Data pasien tampil di Informasi Terdata ? 5. Pasien menjalani pemeriksaan.,Pendaftaran Radiologi
Radiologi Tambah Pasien,Bagaimana cara menambahkan pasien baru di Radiologi jika belum ada di sistem?,"Klik tombol Tambah di Informasi Terdata, isi formulir pasien baru, lalu simpan.",Pendaftaran Radiologi
Radiologi Edit Pasien,Bagaimana mengedit data pasien di Radiologi?,"Pilih pasien di Informasi Terdata, klik Edit, ubah data sesuai kebutuhan, lalu simpan.",Pendaftaran Radiologi
Radiologi Batalkan Pendaftaran,Bagaimana membatalkan pendaftaran pasien radiologi?,"Pilih pasien/order, klik tombol Hapus atau Batalkan.",Pendaftaran Radiologi
Radiologi Refresh PACS,"Data PACS tidak muncul, apa solusinya?","Pastikan koneksi PACS aktif, lalu klik Refresh di tab Integrasi PACS.",Pendaftaran Radiologi
Radiologi Refresh RIS,"Status RIS gagal terkirim, bagaimana menanganinya?","Periksa koneksi ke RIS, kemudian klik Refresh atau kirim ulang data.",Pendaftaran Radiologi
Radiologi Filter PACS,Bagaimana memfilter data PACS berdasarkan status?,"Gunakan filter di tab PACS, pilih status seperti Abu-abu (Tertunda), Biru Muda (Antrean), Hijau (Berhasil), Hitam (Gagal).",Pendaftaran Radiologi
Radiologi Filter RIS,Bagaimana memfilter data RIS berdasarkan status?,"Gunakan filter di tab RIS, pilih status seperti Abu-abu (Tertunda), Hijau (RIS Terkirim), Hitam (Gagal Terkirim).",Pendaftaran Radiologi
Radiologi Detail Order,Bagaimana melihat detail pemeriksaan pasien di List Order?,"Klik pasien/order di List Order, sistem menampilkan No. Order, tanggal, unit pengorder, CITO, nama pasien, dan dokter pengorder.",Pendaftaran Radiologi
Radiologi Navigasi Tab,Bagaimana berpindah antar tab Radiologi?,"Klik tab yang diinginkan: List Order, Informasi Terdata, Integrasi PACS, Integrasi RIS.",Pendaftaran Radiologi
Radiologi Cari Pasien,Bagaimana mencari pasien di Radiologi?,"Gunakan kolom pencarian di tab Cari Pasien, bisa berdasarkan No. RM, Nama, atau Data lain.",Pendaftaran Radiologi
Radiologi CITO,Bagaimana menandai order radiologi sebagai darurat?,Pilih opsi CITO saat membuat order atau di List Order.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna biru muda di PACS?,Biru muda menunjukkan pasien/antrian sedang Antrean.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna abu-abu di PACS?,Abu-abu menunjukkan pasien/order Tertunda.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna hijau di PACS?,Hijau menunjukkan pasien/order Berhasil terintegrasi ke PACS.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna hitam di PACS?,Hitam menunjukkan pasien/order Gagal integrasi ke PACS.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna abu-abu di RIS?,Abu-abu menunjukkan status Tertunda.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna hijau di RIS?,Hijau menunjukkan RIS Terkirim.,Pendaftaran Radiologi
Radiologi Status Warna,Apa arti warna hitam di RIS?,Hitam menunjukkan Gagal Terkirim.,Pendaftaran Radiologi
Radiologi Error Data,"Data pasien tidak muncul di Informasi Terdata, apa yang harus dilakukan?","Pastikan order sudah diverifikasi di List Order, klik Refresh, periksa filter dan tanggal kunjungan.",Pendaftaran Radiologi
Radiologi Export,Bagaimana mengekspor data pasien radiologi?,Gunakan fitur export di tab Informasi Terdata untuk mengunduh data dalam format CSV/Excel.,Pendaftaran Radiologi
Radiologi Cetak,Bagaimana mencetak dokumen order atau data pasien?,"Pilih pasien/order, klik tombol Cetak, pilih dokumen yang ingin dicetak.",Pendaftaran Radiologi
Radiologi Integrasi,Bagaimana memastikan data pasien terkirim ke PACS dan RIS?,"Setelah pendaftaran/order disimpan, cek tab PACS dan RIS. Status hijau menandakan berhasil.",Pendaftaran Radiologi
Radiologi Filter Tanggal,Bagaimana memfilter pasien berdasarkan tanggal order?,"Gunakan filter tanggal di List Order atau Informasi Terdata, pilih rentang tanggal yang diinginkan, lalu klik Refresh.",Pendaftaran Radiologi
Radiologi Filter Unit,Bagaimana memfilter order berdasarkan unit pengorder?,"Pilih unit pengorder di filter, sistem menampilkan pasien/order dari unit tersebut.",Pendaftaran Radiologi
Radiologi Filter Status,Bagaimana memfilter order berdasarkan status diverifikasi?,"Gunakan filter Belum Diverifikasi atau Sudah Diverifikasi di List Order, lalu klik Refresh.",Pendaftaran Radiologi
Radiologi Hapus Order,Bagaimana cara menghapus order radiologi?,"Pilih order di List Order, klik Hapus, konfirmasi penghapusan.",Pendaftaran Radiologi
Radiologi Refresh Data,"Data order tidak muncul, apa yang harus dilakukan?","Klik tombol Refresh di List Order atau Informasi Terdata, pastikan filter tidak membatasi tampilan.",Pendaftaran Radiologi
Radiologi Cek Koneksi PACS,Bagaimana memastikan PACS aktif?,"Masuk tab Integrasi PACS, periksa status respons; hijau = terkoneksi, hitam/abu-abu = ada masalah.",Pendaftaran Radiologi
Radiologi Cek Koneksi RIS,Bagaimana memastikan RIS aktif?,"Masuk tab Integrasi RIS, cek status respons; hijau = terkirim, hitam/abu-abu = gagal.",Pendaftaran Radiologi
Radiologi Navigasi Tab,Bagaimana berpindah dari List Order ke Informasi Terdata?,Klik tab Informasi Terdata di sisi atas atau menu kiri sidebar.,Pendaftaran Radiologi
Radiologi Lihat Detail,Bagaimana melihat detail pemeriksaan pasien?,"Pilih pasien/order di List Order atau Informasi Terdata, klik Detail, tampilkan semua info order, dokter, unit, dan status PACS/RIS.",Pendaftaran Radiologi
Radiologi Tambah Dokumen,Bagaimana menambahkan dokumen tambahan pasien?,"Pilih pasien, klik Upload Dokumen, pilih file dari komputer, simpan.",Pendaftaran Radiologi
Radiologi Cari Berdasarkan No RM,Bagaimana mencari pasien berdasarkan nomor RM?,"Masukkan No. RM di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi
Radiologi Cari Berdasarkan Nama,Bagaimana mencari pasien berdasarkan nama?,"Masukkan nama pasien di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi
Radiologi Cari Berdasarkan No Order,Bagaimana mencari pasien berdasarkan nomor order?,"Masukkan No. Order di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi
Radiologi Ganti Halaman,Bagaimana berpindah ke halaman data berikutnya?,"Gunakan tombol navigasi di bawah tabel, pilih halaman atau klik Next/Prev.",Pendaftaran Radiologi
Radiologi Warna Status Hijau,Apa arti warna hijau di List Order?,Menandakan pasien/order sudah terverifikasi atau berhasil integrasi PACS/RIS.,Pendaftaran Radiologi
Radiologi Warna Status Putih,Apa arti warna putih di List Order?,Menandakan pasien/order belum diverifikasi atau baru daftar.,Pendaftaran Radiologi
Radiologi Warna Status Hitam,Apa arti warna hitam di List Order/PACS/RIS?,Menandakan pasien/order batal atau gagal integrasi.,Pendaftaran Radiologi
Radiologi Warna Status Abu-abu,Apa arti warna abu-abu di List Order/PACS/RIS?,Menandakan pasien/order tertunda atau menunggu konfirmasi.,Pendaftaran Radiologi
Radiologi Warna Status Biru Muda,Apa arti warna biru muda di PACS?,Menandakan pasien/order sedang antrean.,Pendaftaran Radiologi
Radiologi Upload File Import,Bagaimana cara mengunggah data pasien melalui file?,"Klik Browse, pilih file CSV/Excel, lalu klik Import.",Pendaftaran Radiologi
Radiologi Keterangan Web Info,Apa fungsi Web Info di halaman import data?,"Memberi panduan aturan import data, misal data duplikat tidak ditambahkan.",Pendaftaran Radiologi
Radiologi Tab Data,Apa saja tab data yang tersedia untuk import?,"Terdapat: Data ICD X, Data Dokter, Data Paket, Data Kota, Data Pembayaran, Data Penjamin, Data Kelas, Data Jabatan.",Pendaftaran Radiologi
Radiologi Navigasi Data,Bagaimana melihat jumlah total data pasien/order?,"Lihat di bagian atas/bawah tabel, biasanya tertulis 1–20 dari total data.",Pendaftaran Radiologi
Radiologi Tutup Form,Bagaimana menutup form import data?,Klik tombol Tutup di pojok kanan atas form.,Pendaftaran Radiologi
Radiologi Error Duplikat,Bagaimana jika file import mengandung data pasien yang sudah ada?,"Sistem menandai duplikat, tidak menambahkan data yang sama, gunakan Web Info sebagai panduan.",Pendaftaran Radiologi
Radiologi Refresh Semua Tab,"Bagaimana memperbarui semua data PACS, RIS, dan Informasi Terdata?",Klik Refresh di masing-masing tab atau refresh halaman utama.,Pendaftaran Radiologi
Radiologi Proses Order CITO,Bagaimana menandai order darurat di List Order?,"Pilih order, centang CITO, simpan perubahan.",Pendaftaran Radiologi
Radiologi Cetak Order,Bagaimana mencetak order radiologi?,"Pilih order, klik Cetak, pilih dokumen yang diinginkan.",Pendaftaran Radiologi
Radiologi Integrasi Manual PACS,Bagaimana mengirim data secara manual ke PACS?,"Klik tombol Kirim ke PACS, pastikan koneksi online.",Pendaftaran Radiologi
Radiologi Integrasi Manual RIS,Bagaimana mengirim data secara manual ke RIS?,"Klik tombol Kirim ke RIS, pastikan koneksi",Pendaftaran Radiologi
Radiologi Filter Tanggal,Bagaimana memfilter pasien berdasarkan tanggal order?,"Gunakan filter tanggal di List Order atau Informasi Terdata, pilih rentang tanggal yang diinginkan, lalu klik Refresh.",Pendaftaran Radiologi
Radiologi Filter Unit,Bagaimana memfilter order berdasarkan unit pengorder?,"Pilih unit pengorder di filter, sistem menampilkan pasien/order dari unit tersebut.",Pendaftaran Radiologi
Radiologi Filter Status,Bagaimana memfilter order berdasarkan status diverifikasi?,"Gunakan filter Belum Diverifikasi atau Sudah Diverifikasi di List Order, lalu klik Refresh.",Pendaftaran Radiologi
Radiologi Hapus Order,Bagaimana cara menghapus order radiologi?,"Pilih order di List Order, klik Hapus, konfirmasi penghapusan.",Pendaftaran Radiologi
Radiologi Refresh Data,"Data order tidak muncul, apa yang harus dilakukan?","Klik tombol Refresh di List Order atau Informasi Terdata, pastikan filter tidak membatasi tampilan.",Pendaftaran Radiologi
Radiologi Cek Koneksi PACS,Bagaimana memastikan PACS aktif?,"Masuk tab Integrasi PACS, periksa status respons; hijau = terkoneksi, hitam/abu-abu = ada masalah.",Pendaftaran Radiologi
Radiologi Cek Koneksi RIS,Bagaimana memastikan RIS aktif?,"Masuk tab Integrasi RIS, cek status respons; hijau = terkirim, hitam/abu-abu = gagal.",Pendaftaran Radiologi
Radiologi Navigasi Tab,Bagaimana berpindah dari List Order ke Informasi Terdata?,Klik tab Informasi Terdata di sisi atas atau menu kiri sidebar.,Pendaftaran Radiologi
Radiologi Lihat Detail,Bagaimana melihat detail pemeriksaan pasien?,"Pilih pasien/order di List Order atau Informasi Terdata, klik Detail, tampilkan semua info order, dokter, unit, dan status PACS/RIS.",Pendaftaran Radiologi
Radiologi Tambah Dokumen,Bagaimana menambahkan dokumen tambahan pasien?,"Pilih pasien, klik Upload Dokumen, pilih file dari komputer, simpan.",Pendaftaran Radiologi
Radiologi Cari Berdasarkan No RM,Bagaimana mencari pasien berdasarkan nomor RM?,"Masukkan No. RM di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi
Radiologi Cari Berdasarkan Nama,Bagaimana mencari pasien berdasarkan nama?,"Masukkan nama pasien di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi
Radiologi Cari Berdasarkan No Order,Bagaimana mencari pasien berdasarkan nomor order?,"Masukkan No. Order di kolom pencarian, klik Cari, hasil muncul di tabel.",Pendaftaran Radiologi
Radiologi Ganti Halaman,Bagaimana berpindah ke halaman data berikutnya?,"Gunakan tombol navigasi di bawah tabel, pilih halaman atau klik Next/Prev.",Pendaftaran Radiologi
Radiologi Warna Status Hijau,Apa arti warna hijau di List Order?,Menandakan pasien/order sudah terverifikasi atau berhasil integrasi PACS/RIS.,Pendaftaran Radiologi
Radiologi Warna Status Putih,Apa arti warna putih di List Order?,Menandakan pasien/order belum diverifikasi atau baru daftar.,Pendaftaran Radiologi
Radiologi Warna Status Hitam,Apa arti warna hitam di List Order/PACS/RIS?,Menandakan pasien/order batal atau gagal integrasi.,Pendaftaran Radiologi
Radiologi Warna Status Abu-abu,Apa arti warna abu-abu di List Order/PACS/RIS?,Menandakan pasien/order tertunda atau menunggu konfirmasi.,Pendaftaran Radiologi
Radiologi Warna Status Biru Muda,Apa arti warna biru muda di PACS?,Menandakan pasien/order sedang antrean.,Pendaftaran Radiologi
Radiologi Upload File Import,Bagaimana cara mengunggah data pasien melalui file?,"Klik Browse, pilih file CSV/Excel, lalu klik Import.",Pendaftaran Radiologi
Radiologi Keterangan Web Info,Apa fungsi Web Info di halaman import data?,"Memberi panduan aturan import data, misal data duplikat tidak ditambahkan.",Pendaftaran Radiologi
Radiologi Tab Data,Apa saja tab data yang tersedia untuk import?,"Terdapat: Data ICD X, Data Dokter, Data Paket, Data Kota, Data Pembayaran, Data Penjamin, Data Kelas, Data Jabatan.",Pendaftaran Radiologi
Radiologi Navigasi Data,Bagaimana melihat jumlah total data pasien/order?,"Lihat di bagian atas/bawah tabel, biasanya tertulis 1–20 dari total data.",Pendaftaran Radiologi
Radiologi Tutup Form,Bagaimana menutup form import data?,Klik tombol Tutup di pojok kanan atas form.,Pendaftaran Radiologi
Radiologi Error Duplikat,Bagaimana jika file import mengandung data pasien yang sudah ada?,"Sistem menandai duplikat, tidak menambahkan data yang sama, gunakan Web Info sebagai panduan.",Pendaftaran Radiologi
Radiologi Refresh Semua Tab,"Bagaimana memperbarui semua data PACS, RIS, dan Informasi Terdata?",Klik Refresh di masing-masing tab atau refresh halaman utama.,Pendaftaran Radiologi
Radiologi Proses Order CITO,Bagaimana menandai order darurat di List Order?,"Pilih order, centang CITO, simpan perubahan.",Pendaftaran Radiologi
Radiologi Cetak Order,Bagaimana mencetak order radiologi?,"Pilih order, klik Cetak, pilih dokumen yang diinginkan.",Pendaftaran Radiologi
Radiologi Integrasi Manual PACS,Bagaimana mengirim data secara manual ke PACS?,"Klik tombol Kirim ke PACS, pastikan koneksi online.",Pendaftaran Radiologi
Radiologi Integrasi Manual RIS,Bagaimana mengirim data secara manual ke RIS?,"Klik tombol Kirim ke RIS, pastikan koneksi online.",Pendaftaran Radiologi
Radiologi Alur Lengkap,Apa alur pendaftaran pasien di Radiologi?,1. Order dibuat dokter/unit 2. Order masuk List Order 3. Verifikasi order 4. Pasien muncul di Informasi Terdata 5. Data diintegrasikan ke PACS/RIS 6. Pasien menjalani pemeriksaan,Pendaftaran Radiologi
Perawatan Cari Customer,Bagaimana mencari customer yang sudah terdaftar?,"Klik tombol Cari Customer, masukkan nama atau nomor customer, lalu pilih dari daftar.",Penjualan Layanan Perawatan
